miRNA,mLi_1,mLi_2,mLi_3,mLu_1,mLu_2,mLu_3,nCR_1,nCR_2,nCR_3,nLi_1,nLi_2,nLi_3,nLu_1,nLu_2,nLu_3,pCRC_1,pCRC_2,pCRC_3
Hsa-Mir-139_5p,33.0,12.0,9.0,9.0,3.0,5.0,12.0,35.0,59.0,142.0,98.0,56.0,41.0,70.0,33.0,5.0,7.0,11.0
Hsa-Mir-140-v1_3p/140-v2_3p,534.0,431.0,527.0,365.0,322.0,640.0,353.0,436.0,229.0,468.0,337.0,230.0,524.0,923.0,1028.0,148.0,315.0,235.0
Hsa-Mir-140-v1_5p*/140-v2_5p*,39.0,25.0,5.0,15.0,8.0,30.0,12.0,12.0,8.0,22.0,15.0,3.0,11.0,14.0,37.0,6.0,3.0,12.0
Hsa-Mir-142-P1-v1_3p*/142-P1-v2_3p/142-P1-v3_3p,903.0,166.0,21.0,126.0,99.0,395.0,144.0,67.0,43.0,114.0,226.0,36.0,25.0,30.0,200.0,133.0,79.0,142.0
Hsa-Mir-142-P1-v1_5p/142-P1-v2_5p*/142-P1-v3_5p*,6478.0,1681.0,518.0,1757.0,1173.0,3098.0,2171.0,1285.0,427.0,3250.0,2155.0,871.0,558.0,733.0,2258.0,1543.0,1093.0,1537.0
Hsa-Mir-143_3p,70505.0,99453.0,18757.0,37062.0,27449.0,61046.0,41309.0,68350.0,178234.0,16864.0,18842.0,7767.0,21644.0,58436.0,76772.0,29059.0,41350.0,164213.0
Hsa-Mir-143_5p*,44.0,35.0,16.0,13.0,5.0,18.0,14.0,35.0,80.0,11.0,0.0,0.0,8.0,0.0,14.0,12.0,0.0,57.0
Hsa-Mir-144-v1_3p*/144-v2_3p*,127.0,20.0,0.0,19.0,11.0,54.0,34.0,45.0,56.0,15.0,262.0,38.0,15.0,17.0,585.0,142.0,63.0,18.0
Hsa-Mir-144-v1_5p/144-v2_5p,31.0,13.0,5.0,7.0,9.0,19.0,30.0,43.0,22.0,21.0,87.0,33.0,18.0,20.0,332.0,52.0,38.0,27.0
Hsa-Mir-145_3p*,189.0,229.0,18.0,54.0,36.0,142.0,101.0,142.0,443.0,50.0,91.0,19.0,51.0,162.0,230.0,44.0,70.0,271.0
Hsa-Mir-145_5p,1114.0,526.0,930.0,382.0,205.0,660.0,2424.0,3815.0,10073.0,637.0,341.0,250.0,755.0,3221.0,677.0,368.0,781.0,1014.0
Hsa-Mir-146-P1_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-146-P1_5p,280.0,118.0,36.0,1032.0,393.0,1587.0,571.0,255.0,171.0,168.0,48.0,47.0,234.0,475.0,406.0,39.0,184.0,59.0
Hsa-Mir-146-P2_3p*,96.0,35.0,74.0,51.0,41.0,60.0,31.0,7.0,4.0,92.0,112.0,40.0,78.0,160.0,135.0,15.0,28.0,77.0
Hsa-Mir-146-P2_5p,1911.0,209.0,504.0,5352.0,6731.0,9743.0,756.0,835.0,547.0,781.0,494.0,390.0,2477.0,8104.0,15101.0,341.0,602.0,869.0
Hsa-Mir-147-v1_3p/147-v2_3p,16.0,13.0,2.0,23.0,9.0,12.0,25.0,70.0,35.0,0.0,3.0,0.0,0.0,0.0,0.0,35.0,7.0,54.0
Hsa-Mir-147-v1_5p*/147-v2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Hsa-Mir-148-P1_3p,24340.0,38797.0,5411.0,18653.0,24959.0,25109.0,9546.0,10051.0,5512.0,31307.0,70495.0,20072.0,1934.0,4409.0,10315.0,16403.0,14528.0,7340.0
Hsa-Mir-148-P1_5p*,219.0,348.0,112.0,143.0,347.0,251.0,120.0,104.0,45.0,409.0,625.0,288.0,24.0,53.0,81.0,168.0,208.0,75.0
Hsa-Mir-148-P2_3p,685.0,233.0,188.0,377.0,715.0,553.0,518.0,607.0,413.0,354.0,477.0,176.0,150.0,218.0,404.0,240.0,355.0,325.0
Hsa-Mir-148-P2_5p*,49.0,17.0,9.0,19.0,54.0,25.0,15.0,14.0,3.0,10.0,22.0,11.0,4.0,8.0,14.0,15.0,15.0,19.0
Hsa-Mir-148-P3_3p,201.0,117.0,67.0,67.0,51.0,95.0,141.0,182.0,139.0,0.0,163.0,0.0,68.0,136.0,147.0,32.0,89.0,52.0
Hsa-Mir-148-P3_5p*,3.0,4.0,2.0,3.0,0.0,5.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0
Hsa-Mir-149_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-149_5p,17.0,17.0,12.0,7.0,2.0,8.0,19.0,24.0,21.0,22.0,10.0,13.0,7.0,7.0,7.0,6.0,15.0,12.0
Hsa-Mir-15-P1a_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-15-P1a_5p,336.0,346.0,113.0,167.0,131.0,341.0,255.0,239.0,140.0,183.0,342.0,103.0,97.0,119.0,465.0,159.0,395.0,195.0
Hsa-Mir-15-P1b_3p*,12.0,0.0,5.0,7.0,15.0,16.0,27.0,22.0,5.0,5.0,11.0,0.0,0.0,3.0,11.0,19.0,20.0,11.0
Hsa-Mir-15-P1b_5p,120.0,58.0,101.0,98.0,69.0,138.0,146.0,157.0,81.0,63.0,65.0,24.0,63.0,132.0,140.0,89.0,278.0,100.0
Hsa-Mir-15-P1c_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-15-P1c_5p,238.0,253.0,42.0,51.0,53.0,95.0,108.0,127.0,111.0,115.0,272.0,65.0,56.0,101.0,175.0,72.0,60.0,81.0
Hsa-Mir-15-P1d_3p*,31.0,25.0,31.0,7.0,9.0,7.0,3.0,7.0,2.0,40.0,25.0,46.0,14.0,7.0,8.0,5.0,26.0,9.0
Hsa-Mir-15-P1d_5p,357.0,54.0,30.0,71.0,32.0,47.0,12.0,12.0,11.0,97.0,167.0,23.0,0.0,2.0,34.0,16.0,80.0,45.0
Hsa-Mir-15-P2a_3p*,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-15-P2a_5p/15-P2b_5p,4022.0,3568.0,2994.0,2436.0,1894.0,3965.0,3286.0,4100.0,1806.0,3413.0,3731.0,1762.0,1979.0,2619.0,7055.0,2066.0,6382.0,2479.0
Hsa-Mir-15-P2b_3p*,29.0,23.0,14.0,14.0,23.0,23.0,24.0,20.0,6.0,12.0,36.0,24.0,6.0,11.0,33.0,14.0,28.0,16.0
Hsa-Mir-15-P2c_3p*,17.0,15.0,5.0,3.0,11.0,11.0,6.0,13.0,9.0,19.0,13.0,9.0,20.0,20.0,17.0,0.0,3.0,7.0
Hsa-Mir-15-P2c_5p,464.0,217.0,109.0,205.0,231.0,363.0,432.0,774.0,634.0,345.0,414.0,125.0,199.0,658.0,789.0,140.0,197.0,120.0
Hsa-Mir-15-P2d_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-15-P2d_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Hsa-Mir-150_3p*,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0
Hsa-Mir-150_5p,1087.0,1092.0,478.0,126.0,112.0,208.0,993.0,245.0,74.0,3448.0,454.0,587.0,598.0,834.0,222.0,297.0,295.0,67.0
Hsa-Mir-153-P1_3p/153-P2_3p,27.0,22.0,2.0,0.0,2.0,28.0,2.0,6.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0
Hsa-Mir-153-P1_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-153-P2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P10_3p,12.0,0.0,17.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Hsa-Mir-154-P10_5p,7.0,0.0,9.0,0.0,3.0,5.0,7.0,10.0,6.0,7.0,2.0,0.0,2.0,5.0,0.0,3.0,9.0,3.0
Hsa-Mir-154-P12_3p,105.0,37.0,34.0,20.0,47.0,39.0,19.0,36.0,17.0,40.0,20.0,14.0,6.0,11.0,16.0,27.0,46.0,35.0
Hsa-Mir-154-P12_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P13_3p*,2.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P13_5p,292.0,176.0,83.0,62.0,123.0,126.0,63.0,95.0,63.0,201.0,182.0,71.0,16.0,36.0,91.0,46.0,139.0,151.0
Hsa-Mir-154-P14_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P14_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P15_3p*,5.0,3.0,6.0,0.0,0.0,0.0,3.0,4.0,3.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0
Hsa-Mir-154-P15_5p,5.0,3.0,5.0,0.0,0.0,4.0,3.0,3.0,0.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P16_3p,6.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P16_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P17_3p,29.0,13.0,9.0,0.0,5.0,4.0,11.0,9.0,2.0,17.0,7.0,6.0,2.0,2.0,4.0,5.0,8.0,12.0
Hsa-Mir-154-P17_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P18_3p,5.0,2.0,5.0,0.0,0.0,4.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0
Hsa-Mir-154-P18_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P19_3p,10.0,0.0,0.0,5.0,3.0,0.0,4.0,6.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0
Hsa-Mir-154-P19_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P1_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P1_5p,11.0,2.0,2.0,0.0,0.0,3.0,2.0,4.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Hsa-Mir-154-P2-v1_3p/154-P2-v2_3p*,11.0,7.0,5.0,0.0,4.0,6.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,3.0,6.0
Hsa-Mir-154-P2-v1_5p*/154-P2-v2_5p,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Hsa-Mir-154-P20-v1_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P20-v1_5p*/154-P20-v2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P20-v2_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P21_3p,21.0,3.0,0.0,0.0,3.0,5.0,4.0,0.0,15.0,10.0,3.0,0.0,0.0,0.0,0.0,6.0,8.0,9.0
Hsa-Mir-154-P21_5p*,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Hsa-Mir-154-P22_3p,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0
Hsa-Mir-154-P22_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P23_3p,278.0,103.0,91.0,25.0,36.0,43.0,44.0,48.0,62.0,143.0,89.0,98.0,7.0,14.0,14.0,36.0,63.0,51.0
Hsa-Mir-154-P23_5p*,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Hsa-Mir-154-P24_3p,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Hsa-Mir-154-P24_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P25_3p,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P25_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P26_3p,13.0,3.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Hsa-Mir-154-P26_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P27_3p,39.0,22.0,4.0,8.0,9.0,14.0,9.0,13.0,9.0,13.0,16.0,4.0,0.0,0.0,8.0,8.0,20.0,19.0
Hsa-Mir-154-P27_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P28a_3p/154-P28b_3p,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Hsa-Mir-154-P28a_5p*/154-P28b_5p,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P29_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P29_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P30_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P30_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P36_3p,264.0,104.0,224.0,30.0,40.0,82.0,70.0,74.0,57.0,177.0,64.0,82.0,17.0,24.0,10.0,36.0,115.0,88.0
Hsa-Mir-154-P36_5p*,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P3a-v1_3p/154-P3a-v2_3p,3.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
Hsa-Mir-154-P3a-v1_5p*/154-P3a-v2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P3b_3p,8.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0
Hsa-Mir-154-P3b_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P4a_3p/154-P4b_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P4a_5p*/154-P4b_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P5_3p,24.0,6.0,2.0,3.0,4.0,8.0,5.0,4.0,3.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,8.0,8.0
Hsa-Mir-154-P5_5p,4.0,8.0,4.0,2.0,4.0,7.0,2.0,4.0,2.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,6.0,8.0
Hsa-Mir-154-P6_3p,9.0,0.0,0.0,0.0,3.0,0.0,2.0,7.0,4.0,3.0,3.0,5.0,0.0,0.0,0.0,4.0,2.0,4.0
Hsa-Mir-154-P6_5p,5.0,4.0,0.0,0.0,2.0,2.0,7.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0
Hsa-Mir-154-P7_3p*,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P7_5p,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
Hsa-Mir-154-P8_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P8_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-154-P9_3p,185.0,113.0,51.0,40.0,98.0,94.0,49.0,96.0,45.0,95.0,93.0,32.0,10.0,21.0,58.0,63.0,88.0,78.0
Hsa-Mir-154-P9_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-155_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-155_5p,416.0,197.0,211.0,623.0,288.0,505.0,613.0,278.0,135.0,241.0,64.0,69.0,212.0,528.0,338.0,94.0,272.0,205.0
Hsa-Mir-17-P1a_3p*,46.0,46.0,13.0,6.0,27.0,30.0,5.0,5.0,0.0,10.0,49.0,8.0,5.0,6.0,8.0,12.0,46.0,13.0
Hsa-Mir-17-P1a_5p/17-P1b_5p,431.0,220.0,484.0,260.0,508.0,537.0,132.0,190.0,94.0,169.0,191.0,73.0,40.0,73.0,141.0,115.0,1379.0,199.0
Hsa-Mir-17-P1b_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P2a_3p*,4.0,11.0,11.0,0.0,3.0,4.0,4.0,4.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,5.0,31.0,5.0
Hsa-Mir-17-P2a_5p,81.0,15.0,38.0,58.0,187.0,121.0,50.0,78.0,32.0,10.0,19.0,6.0,2.0,7.0,31.0,50.0,414.0,27.0
Hsa-Mir-17-P2b_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P2b_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Hsa-Mir-17-P3a_3p*,6.0,2.0,5.0,2.0,9.0,6.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,4.0,3.0,9.0,0.0
Hsa-Mir-17-P3a_5p,562.0,341.0,530.0,373.0,744.0,566.0,147.0,213.0,106.0,257.0,295.0,95.0,17.0,49.0,162.0,146.0,1522.0,197.0
Hsa-Mir-17-P3b_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-17-P3b_5p,4.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,16.0,7.0,2.0,0.0,3.0,0.0,6.0,0.0,8.0,6.0
Hsa-Mir-17-P4_3p,103.0,169.0,134.0,99.0,101.0,141.0,111.0,116.0,36.0,55.0,54.0,41.0,65.0,91.0,128.0,58.0,201.0,101.0
Hsa-Mir-17-P4_5p,152.0,130.0,90.0,84.0,221.0,171.0,61.0,95.0,66.0,34.0,56.0,20.0,7.0,27.0,100.0,70.0,214.0,83.0
Hsa-Mir-17-P5_3p*,28.0,11.0,37.0,9.0,15.0,15.0,9.0,13.0,5.0,11.0,6.0,16.0,7.0,11.0,6.0,7.0,42.0,6.0
Hsa-Mir-17-P5_5p,901.0,1420.0,1065.0,952.0,1598.0,1242.0,437.0,631.0,315.0,341.0,377.0,193.0,192.0,322.0,635.0,278.0,1653.0,469.0
Hsa-Mir-181-P1a_3p*,185.0,65.0,50.0,96.0,84.0,108.0,52.0,32.0,12.0,88.0,34.0,27.0,79.0,164.0,192.0,20.0,35.0,60.0
Hsa-Mir-181-P1a_5p/181-P1b_5p,17988.0,16072.0,7178.0,16434.0,7489.0,11370.0,6430.0,4701.0,2407.0,7953.0,5714.0,5205.0,33836.0,40856.0,37227.0,2691.0,6488.0,6385.0
Hsa-Mir-181-P1b_3p*,219.0,244.0,153.0,81.0,122.0,118.0,47.0,74.0,42.0,208.0,106.0,104.0,90.0,181.0,125.0,39.0,103.0,47.0
Hsa-Mir-181-P1c_3p*,57.0,208.0,33.0,47.0,147.0,47.0,16.0,10.0,11.0,8.0,17.0,4.0,33.0,38.0,30.0,19.0,56.0,33.0
Hsa-Mir-181-P1c_5p,843.0,2799.0,345.0,606.0,1007.0,591.0,212.0,190.0,178.0,151.0,127.0,65.0,462.0,625.0,945.0,170.0,805.0,437.0
Hsa-Mir-181-P2a_3p*,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-181-P2a_5p/181-P2b_5p,1496.0,1474.0,542.0,804.0,699.0,1074.0,367.0,342.0,172.0,436.0,220.0,357.0,1604.0,2188.0,1749.0,188.0,691.0,451.0
Hsa-Mir-181-P2b_3p*,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-181-P2c_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-181-P2c_5p,172.0,461.0,65.0,108.0,218.0,105.0,43.0,21.0,29.0,17.0,9.0,24.0,85.0,119.0,76.0,22.0,238.0,48.0
Hsa-Mir-184_3p,0.0,0.0,3.0,0.0,6.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,118.0,39.0,85.0,0.0,0.0,0.0
Hsa-Mir-184_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-185_3p*,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,8.0,0.0
Hsa-Mir-185_5p,16.0,8.0,17.0,12.0,17.0,20.0,19.0,15.0,13.0,18.0,16.0,36.0,9.0,13.0,27.0,15.0,29.0,9.0
Hsa-Mir-186_3p*,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-186_5p,2565.0,1785.0,1276.0,417.0,1773.0,2715.0,1462.0,2193.0,1078.0,1829.0,1844.0,1065.0,951.0,728.0,2623.0,901.0,1953.0,1279.0
Hsa-Mir-187_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0
Hsa-Mir-187_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-188-P1_3p*,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-188-P1_5p,17.0,13.0,10.0,0.0,5.0,12.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,4.0,13.0,12.0
Hsa-Mir-188-P2_3p*,15.0,10.0,57.0,5.0,7.0,10.0,31.0,34.0,14.0,23.0,8.0,14.0,13.0,19.0,8.0,7.0,37.0,11.0
Hsa-Mir-188-P2_5p,388.0,472.0,548.0,408.0,514.0,534.0,257.0,366.0,172.0,203.0,146.0,129.0,98.0,157.0,348.0,144.0,849.0,341.0
Hsa-Mir-188-P3_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Hsa-Mir-188-P3_5p,229.0,172.0,100.0,172.0,202.0,232.0,127.0,151.0,94.0,87.0,103.0,33.0,27.0,62.0,190.0,78.0,223.0,161.0
Hsa-Mir-19-P1_3p,275.0,125.0,62.0,270.0,316.0,425.0,42.0,59.0,58.0,64.0,175.0,34.0,4.0,13.0,91.0,69.0,333.0,83.0
